-3042,3110,1561
-1822,2958,1687
-1862,2876,1858
-1782,2901,1755
-1691,4273,1818
-3007,3103,1733
-2578,3783,1106
-3045,4335,1594
-2444,3601,1292
-2025,1709,-2770
-2578,2521,-2469
-3022,3117,-2893
-2103,3104,-3014
-2981,1825,-3000
-2812,1787,-2964
-3198,3165,-2960
-2089,3089,-3077
-2138,1779,-2783
-2089,1680,-2826
-3024,3094,-2955
-3031,1785,-2929
-2477,2411,-2376
-2062,2979,-3018
-4417,2015,-1878
-4219,2976,-2037
-4509,2057,-1892
-4433,2041,-392
-4483,3138,-649
-4423,3139,-708
-4448,2110,-1765
-4189,3060,-2051
-4206,3080,-2053
-3591,2466,-1221
-4316,2161,-406
-3774,2582,-1207
-4373,2118,-491
-4390,3092,-630
-1782,537,-2020
-3165,774,-1770
-1723,696,-1997
-3118,519,-528
-1829,626,-2069
-3214,600,-552
-2524,1367,-1180
-2386,1306,-1288
-2411,1208,-1109
-3135,860,-1671
-3180,554,-649
-3129,717,-1752
-643,5212,630
-507,5446,-851
-42,4943,-87
-682,5315,670
-672,5369,703
-450,5613,-879
-563,5550,-758
-3054,4284,-2928
-2523,3703,-2425
-1662,4203,-1845
-1673,4151,-2810
-1675,4348,-2789
-1691,4176,-1761
-1799,4126,-1885
-2975,4217,-2835
-1770,4235,-2728
-3216,4199,-1861
-3015,4264,-2935
-3252,4242,-1837
-3089,4260,-1909
-1617,5482,-1863
-2985,5372,-1837
-1946,5541,-3006
-2393,4989,-2497
-2908,5269,-1884
-2926,5568,-2917
-1918,5605,-3092
-2891,5552,-2914
-2463,4814,-2441
-3075,5265,-1838
-1662,5556,-1760
-1959,5575,-3158
-2918,5490,-2843
-1778,5486,-1841
-2568,4977,-2372
-2526,4824,-3591
-3267,5348,-4027
-1913,4194,-3963
-3046,4405,-4416
-3277,5317,-4209
-3242,4400,-4372
-2112,5716,-4384
-1930,5674,-4323
-1961,5703,-4254
-3130,5337,-4175
-2008,4070,-3950
-2422,4985,-3653
-3194,4318,-4391
-1984,4167,-4015
